PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], IsotropicAverageAlpha [Ang^3], AverageBetaX [A.U.], AverageBetaX [ESU],  AverageBetaY [A.U.], AverageBetaY [ESU], AverageBetaZ [A.U.], AverageBetaZ [ESU], DiradicalCharacter(PUHF)
611779, -9.647550, -2.089070, 3.177, 161.78733, 23.97441, -585.5746, -5.05902e-30, 317.0213, 2.73888e-30, 0.6886, 5.94885e-33 ,.048428 
611799, -9.167430, -1.194290, 3.328, 163.89522, 24.28677, -376.576, -3.2534e-30, -212.3313, -1.83442e-30, 8.7914, 7.59526e-32 ,0 
612226, -9.083850, -0.971870, 4.079, 176.12242, 26.09865, 80.1145, 6.92142e-31, -249.772, -2.15788e-30, 54.5804, 4.71543e-31 ,0 
612231, -8.902010, -1.398760, 1.518, 173.88439, 25.76701, 564.8886, 4.88031e-30, 210.4609, 1.81826e-30, 183.7044, 1.5871e-30 ,.112178 
612675, -7.884730, -0.836930, 3.393, 204.11083, 30.2461, 95.5582, 8.25568e-31, -258.0222, -2.22916e-30, 5.0765, 4.3858e-32 ,.036295 
613450, -9.185400, -1.855230, 3.345, 178.16212, 26.4009, -1562.6132, -1.35001e-29, -92.0508, -7.95265e-31, 77.301, 6.67836e-31 ,0 
614092, -8.570010, -1.049420, 4.339, 195.66777, 28.99497, 170.9032, 1.4765e-30, 130.4862, 1.12732e-30, -48.0634, -4.1524e-31 ,0 
615723, -8.066280, -0.709380, 1.777, 187.32168, 27.75821, 251.2061, 2.17027e-30, 740.5388, 6.39782e-30, 15.8584, 1.37008e-31 ,.054975 
616039, -8.181640, -0.834780, 5.373, 203.93008, 30.21932, 662.3974, 5.72273e-30, -56.5151, -4.88257e-31, 72.4859, 6.26236e-31 ,.069077 
616180, -8.714740, -1.099220, 5.245, 193.20551, 28.6301, -301.0012, -2.60048e-30, -162.5853, -1.40464e-30, -50.6216, -4.37341e-31 ,0 
616222, -8.669780, -1.389820, 5.333, 179.74263, 26.63511, -476.6838, -4.11827e-30, 54.443, 4.70356e-31, 6.7292, 5.81367e-32 ,.047439 
616224, -8.734790, -1.204330, 3.891, 176.72741, 26.1883, 121.9547, 1.05362e-30, -260.4041, -2.24974e-30, -27.8998, -2.41038e-31 ,.033129 
616425, -8.892480, -1.655910, 6.984, 178.21836, 26.40924, -1175.7528, -1.01578e-29, 92.3028, 7.97442e-31, 8.8738, 7.66646e-32 ,.000205 
616436, -8.811820, -2.213050, 0.001, 205.37948, 30.4341, -0.4589, -3.96483e-33, 0.1038, 8.96469e-34, -0.6296, -5.43945e-33 ,.404522 
616533, -9.546420, -2.084330, 10.37, 177.5649, 26.3124, -966.2731, -8.34804e-30, -262.5389, -2.26818e-30, 104.7395, 9.04889e-31 ,.154172 
616837, -8.487280, -1.374550, 3.61, 211.30112, 31.31159, 115.511, 9.97948e-31, -177.0416, -1.52954e-30, 50.5095, 4.36373e-31 ,.109043 
61701156, -9.353870, -0.779640, 5.188, 135.79268, 20.1224, -94.999, -8.20736e-31, 5.2416, 4.5284e-32, 0.4151, 3.58607e-33 ,.039117 
617148, -8.727830, -1.697230, 5.016, 216.89363, 32.14032, -1199.6319, -1.03641e-29, 983.6738, 8.49837e-30, 58.9388, 5.09197e-31 ,.131691 
617218, -7.722220, -0.876390, 0.827, 217.21111, 32.18737, -86.5402, -7.47657e-31, -153.3719, -1.32504e-30, 7.1867, 6.20886e-32 ,.148360 
617419, -8.639920, -1.078610, 1.732, 211.5701, 31.35145, 174.1813, 1.50482e-30, -589.8473, -5.09594e-30, 34.2905, 2.9625e-31 ,.040211 
617431, -8.936220, -1.378030, 4.455, 201.18335, 29.8123, 192.5574, 1.66358e-30, 410.5969, 3.54732e-30, 62.7203, 5.41867e-31 ,.003141 
61750714, -9.098810, 0.168150, 2.151, 197.95211, 29.33348, -131.557, -1.13658e-30, 49.1428, 4.24565e-31, -7.0188, -6.06386e-32 ,.014699 
617599, -8.818570, -1.251390, 4.592, 197.27286, 29.23282, -255.8606, -2.21049e-30, -270.5951, -2.33778e-30, 84.53, 7.3029e-31 ,.000067 
617650, -8.208750, -0.824520, 3.414, 202.79955, 30.05179, -8.1347, -7.02787e-32, -2.9161, -2.51935e-32, 98.4711, 8.50733e-31 ,0 
6177218, -8.636760, -0.786620, 0.311, 261.90729, 38.81066, -107.677, -9.30267e-31, -14.8236, -1.28068e-31, 15.3121, 1.32287e-31 ,.024061 
62251079, -9.822010, -1.805550, 6.532, 172.03303, 25.49266, -276.3845, -2.3878e-30, -298.6445, -2.58011e-30, 62.5853, 5.40701e-31 ,0 
62275, -8.878760, -0.800720, 2.958, 174.30509, 25.82935, 461.8314, 3.98995e-30, -268.6566, -2.32104e-30, 27.6841, 2.39175e-31 ,0 
6251796, -9.200500, -0.551400, 4.845, 201.87141, 29.91426, 85.8708, 7.41874e-31, 226.7087, 1.95863e-30, -255.4686, -2.2071e-30 ,.003982 
6252783, -8.906600, -0.568720, 3.953, 207.73151, 30.78263, -246.6541, -2.13095e-30, 30.2633, 2.61458e-31, 372.7615, 3.22044e-30 ,.000579 
6274386, -8.676580, -1.030690, 5.349, 179.43651, 26.58975, 612.3336, 5.29021e-30, -18.7813, -1.6226e-31, 14.4834, 1.25128e-31 ,.116999 
6298747, -8.622200, -0.429780, 1.553, 195.47625, 28.96659, -300.7419, -2.59823e-30, -93.6033, -8.08678e-31, 259.4032, 2.24109e-30 ,.000013 
63204037, -9.586560, -0.887330, 2.497, 166.31441, 24.64525, 318.6592, 2.75303e-30, -312.8396, -2.70275e-30, 1.9262, 1.66411e-32 ,.029114 
6327680, -5.304000, -1.785750,  ,0 
637883, -8.696230, -1.430660, 9.471, 227.15733, 33.66124, 3155.581, 2.72624e-29, 26.6515, 2.30254e-31, -83.714, -7.2324e-31 ,0 
63970086, -8.787430, -0.075930, 1.732, 141.02921, 20.89837, 99.4757, 8.59412e-31, -77.9054, -6.73057e-31, -1.4553, -1.25729e-32 ,.028743 
63970517, -8.740850, -0.029630, 2.086, 153.47133, 22.7421, 89.1291, 7.70024e-31, -64.4107, -5.56471e-31, 17.8112, 1.53879e-31 ,.028718 
6397201, -6.974130, -0.746820, 2.406, 209.22314, 31.00367, 1330.9808, 1.14989e-29, -430.9095, -3.72281e-30, -75.1186, -6.48981e-31 ,.286528 
642088, -9.045790, -1.074030, 6.186, 147.54536, 21.86397, -45.229, -3.90752e-31, -178.4694, -1.54187e-30, -5.8103, -5.01974e-32 ,0 
642965, -9.726940, 1.119200, 2.054, 94.18475, 13.95674, -6.7862, -5.86292e-32, -18.3109, -1.58196e-31, 27.4708, 2.37332e-31 ,.000011 
643405, -10.291350, 0.597880, 4.78, 87.24039, 12.92769, -75.1674, -6.49402e-31, -53.8579, -4.65301e-31, -17.8298, -1.54039e-31 ,0 
6451338, -8.439800, -1.933710, 3.375, 184.06663, 27.27586, -581.3764, -5.02275e-30, -473.3048, -4.08908e-30, -194.4369, -1.67982e-30 ,.566722 
6508478, -8.549990, -1.385240, 4.073, 213.20914, 31.59433, -2843.8085, -2.45689e-29, 112.629, 9.73049e-31, -5.6045, -4.84198e-32 ,.070351 
6537126, -9.070600, -0.979140, 2.984, 171.08029, 25.35148, 284.7926, 2.46044e-30, -37.8885, -3.27335e-31, 12.8796, 1.11272e-31 ,.066250 
658543, -8.877980, -1.931550, 1.804, 146.86881, 21.76371, 483.8534, 4.18021e-30, -57.0899, -4.93224e-31, -79.097, -6.83352e-31 ,.221528 
66333073, -9.089570, -0.040810, 1.795, 177.05887, 26.23742, 353.8753, 3.05728e-30, -247.0236, -2.13414e-30, -39.401, -3.40401e-31 ,0 
66573160, -8.280560, -1.762040, 7.791, 200.41644, 29.69865, 663.3288, 5.73077e-30, -1162.3264, -1.00418e-29, 56.6194, 4.89158e-31 ,0 
66584625, -9.261090, -2.266690, 9.793, 161.68792, 23.95968, 937.9063, 8.10296e-30, 531.5323, 4.59213e-30, 70.6952, 6.10765e-31 ,.218769 
66618960, -7.719030, -1.534540, 9.744, 205.04291, 30.38422, -2679.7665, -2.31516e-29, 17.5365, 1.51505e-31, -5.9724, -5.15983e-32 ,.458113 
66649132, -8.945100, -2.000100, 3.023, 172.57218, 25.57256, 732.0745, 6.3247e-30, -134.965, -1.16602e-30, -103.4484, -8.93734e-31 ,.128177 
66655928, -8.617580, -1.778410, 5.935, 117.63053, 17.43105, 614.2652, 5.30689e-30, 239.7533, 2.07133e-30, 91.2874, 7.8867e-31 ,.000483 
66714045, -9.241250, -2.267810, 4.88, 176.02076, 26.08358, -1547.1857, -1.33668e-29, -7.7941, -6.73365e-32, -36.1893, -3.12655e-31 ,0 
66733499, -8.031460, -2.318340, 2.987, 169.78925, 25.16017, -1210.7242, -1.046e-29, -1080.3598, -9.33368e-30, 81.4117, 7.0335e-31 ,.840618 
66793, -8.655200, -1.225120, 6.973, 121.39998, 17.98962, -189.2322, -1.63486e-30, 102.3622, 8.8435e-31, 4.9646, 4.28913e-32 ,0 
66860, -8.405970, -1.597780, 5.263, 198.22261, 29.37356, -2460.4267, -2.12567e-29, -133.6039, -1.15426e-30, 145.0698, 1.25332e-30 ,0 
66883578, -8.070700, -1.556280, 2.583, 200.44927, 29.70352, 473.2546, 4.08864e-30, 158.5217, 1.36954e-30, 60.5873, 5.23439e-31 ,.161410 
66926142, -8.724560, -2.123020, 7.986, 181.52365, 26.89903, -1420.3616, -1.22711e-29, -15.9097, -1.3745e-31, -277.7558, -2.39965e-30 ,.214919 
66985905, -8.732030, -1.747320, 6.595, 198.97862, 29.48559, 122.554, 1.0588e-30, -559.5987, -4.83461e-30, -34.2657, -2.96035e-31 ,.009774 
67010332, -8.864520, -1.772050, 7.636, 185.17371, 27.43991, 455.4538, 3.93486e-30, -243.8085, -2.10636e-30, -21.605, -1.86655e-31 ,.199365 
67040938, -9.520610, -2.054180, 5.58, 145.43154, 21.55073, -145.1461, -1.25398e-30, -25.6864, -2.21916e-31, 23.7489, 2.05177e-31 ,.235001 
6706, -8.657690, -1.353840, 3.832, 194.90031, 28.88125, 425.8695, 3.67926e-30, -320.4323, -2.76835e-30, 260.0129, 2.24636e-30 ,0 
67149829, -9.033860, -1.109410, 1.824, 175.0366, 25.93775, 1809.1965, 1.56304e-29, 588.0194, 5.08015e-30, -36.0996, -3.1188e-31 ,.066271 
67199051, -8.338720, -1.597160, 2.211, 185.48635, 27.48624, 1297.4456, 1.12092e-29, -291.689, -2.52002e-30, 124.356, 1.07436e-30 ,.148842 
67204309, -8.627560, -1.720220, 4.963, 137.24151, 20.33709, -993.3366, -8.58185e-30, -92.889, -8.02506e-31, 40.166, 3.47011e-31 ,.085334 
67236307, -8.178730, -1.180510, 3.076, 96.99001, 14.37244, -117.1652, -1.01224e-30, 19.9968, 1.72761e-31, -67.8837, -5.86476e-31 ,.889787 
67284390, -10.146850, -2.503550, 4.695, 163.33482, 24.20372, 140.9655, 1.21786e-30, -87.8592, -7.59052e-31, 8.5296, 7.36911e-32 ,.202041 
67323841, -9.763670, -0.751240, 1.906, 144.11624, 21.35582, -57.5838, -4.9749e-31, -31.5776, -2.72812e-31, -32.9482, -2.84653e-31 ,.013145 
67361557, -7.891340, -1.690160, 11.271, 223.61436, 33.13623, -3388.6962, -2.92764e-29, 622.7218, 5.37995e-30, -36.9658, -3.19363e-31 ,0 
67371279, -9.757920, -0.839230, 4.0, 116.90083, 17.32292, -11.3637, -9.8176e-32, 49.3036, 4.25954e-31, 13.3748, 1.1555e-31 ,.016886 
67431720, -8.474510, -1.745230, 1.315, 203.68961, 30.18369, 166.4955, 1.43842e-30, 252.5065, 2.18151e-30, 165.885, 1.43315e-30 ,.241136 
67432473, -8.735110, -1.923640, 2.222, 198.1937, 29.36928, 427.8903, 3.69672e-30, 207.2591, 1.7906e-30, -200.897, -1.73563e-30 ,.230833 
67441719, -8.325380, -1.118220, 1.228, 138.91213, 20.58465, -486.1841, -4.20035e-30, 93.4765, 8.07582e-31, 104.0363, 8.98813e-31 ,.094946 
67463371, -8.183990, -1.323780, 5.839, 181.52616, 26.8994, -368.1191, -3.18034e-30, 2.2258, 1.92298e-32, -28.1315, -2.43039e-31 ,.770139 
67538801, -8.968480, -1.932940, 7.034, 212.09966, 31.42993, -457.9871, -3.95674e-30, 331.0505, 2.86008e-30, 45.4988, 3.93083e-31 ,.171173 
67620531, -10.740870, -3.292670, 2.946, 161.80676, 23.97729, -47.8028, -4.12988e-31, 122.6775, 1.05986e-30, 10.9947, 9.49881e-32 ,.238934 
67644862, -9.109490, -1.799630, 6.354, 100.4255, 14.88152, -553.7771, -4.78431e-30, 140.739, 1.2159e-30, 13.082, 1.13021e-31 ,.080403 
67647726, -8.141340, -1.079530, 4.27, 180.83555, 26.79706, -107.0538, -9.24882e-31, -113.9909, -9.84815e-31, -274.168, -2.36865e-30 ,.821560 
67673891, -8.735510, -1.382570, 5.259, 113.0903, 16.75825, 297.0791, 2.56659e-30, -146.4111, -1.26491e-30, 53.0809, 4.58588e-31 ,.074497 
67701930, -9.051270, -2.061040, 3.457, 171.55515, 25.42185, -365.6719, -3.15919e-30, 1006.1286, 8.69237e-30, 146.8099, 1.26835e-30 ,.162124 
67717966, -10.157510, -3.562210, 5.355, 211.95081, 31.40787, 36208.1061, 3.12817e-28, -18624.7326, -1.60907e-28, -253.05, -2.1862e-30 ,.225057 
677294, -8.435840, -1.150790, 3.57, 186.65387, 27.65925, -882.2695, -7.62229e-30, 410.1837, 3.54375e-30, 152.5555, 1.31799e-30 ,.059811 
67749670, -8.176620, -1.388550, 3.853, 203.61632, 30.17283, -50.2568, -4.34189e-31, 1038.5716, 8.97265e-30, -42.405, -3.66354e-31 ,.177156 
677567, -8.312590, -0.667920, 3.087, 203.11431, 30.09843, -45.6827, -3.94672e-31, 191.5429, 1.65482e-30, 161.5091, 1.39534e-30 ,0 
67764802, -9.114360, -0.281860, 1.631, 130.61725, 19.35548, -348.6128, -3.01181e-30, -90.5601, -7.82387e-31, 62.0059, 5.35695e-31 ,.021573 
67785011, -8.126030, -0.577130, 2.477, 140.7872, 20.86251, -128.3171, -1.10858e-30, -87.1133, -7.52609e-31, -90.043, -7.77919e-31 ,.029743 
677873, -8.926530, -1.541320, 1.72, 201.57053, 29.86967, -735.7268, -6.35625e-30, 114.5809, 9.89912e-31, -2.4832, -2.14532e-32 ,0 
67807885, -8.711180, -1.803040, 1.781, 216.02639, 32.01181, -1095.502, -9.4645e-30, 24.2064, 2.09129e-31, 2.6044, 2.25002e-32 ,.135375 
67809043, -9.472450, -1.996450, 4.074, 181.98209, 26.96696, 24.9612, 2.1565e-31, -19.8602, -1.7158e-31, -24.8344, -2.14555e-31 ,.239440 
67832846, -10.031020, -1.403730, 3.212, 158.9904, 23.55995, -203.0423, -1.75417e-30, -120.3884, -1.04009e-30, 17.2235, 1.48801e-31 ,0 
67851473, -9.170550, -2.082420, 2.999, 151.36727, 22.43031, 289.669, 2.50257e-30, 8.1781, 7.06544e-32, 1.1692, 1.01012e-32 ,.255841 
67903373, -9.387910, -2.209350, 7.087, 167.10946, 24.76307, -171.2294, -1.47932e-30, -102.3566, -8.84301e-31, 0.2934, 2.53437e-33 ,.167022 
67904080, -9.197980, -2.194130, 8.932, 128.91169, 19.10274, -997.1354, -8.61467e-30, -257.9244, -2.22832e-30, 61.5368, 5.31642e-31 ,.154707 
67936038, -9.586020, -0.938020, 2.022, 162.2535, 24.04349, -132.0653, -1.14097e-30, 73.1097, 6.31625e-31, -94.5188, -8.16588e-31 ,0 
68139523, -7.580420, -1.135900, 4.419, 187.68525, 27.81208, 838.0424, 7.2402e-30, -46.1043, -3.98315e-31, -89.7831, -7.75674e-31 ,.389841 
68142729, -8.978470, -0.638380, 3.919, 176.88942, 26.21231, 110.285, 9.52798e-31, 70.0249, 6.04974e-31, -45.5442, -3.93475e-31 ,0 
68149109, -8.617870, -1.459340, 4.108, 195.59111, 28.98361, 194.0317, 1.67632e-30, 256.046, 2.21209e-30, 69.7981, 6.03015e-31 ,.002506 
68190969, -8.679600, -1.283750, 5.268, 191.3515, 28.35537, 414.5034, 3.58107e-30, 143.613, 1.24073e-30, 93.2884, 8.05957e-31 ,.067497 
68247884, -8.630510, 0.054730, 1.695, 187.78989, 27.82759, 99.9584, 8.63582e-31, 91.7019, 7.92251e-31, 48.0649, 4.15253e-31 ,0 
68280698, -9.123920, -0.754730, 1.896, 192.08485, 28.46404, -305.4354, -2.63878e-30, -377.5267, -3.26161e-30, -41.2227, -3.5614e-31 ,0 
68312326, -8.954290, -1.460980, 3.66, 180.40862, 26.7338, 1212.2769, 1.04734e-29, 326.4732, 2.82054e-30, -1.5382, -1.32895e-32 ,.107819 
68326264, -8.776790, -2.073110, 5.997, 185.25089, 27.45135, 1321.3433, 1.14156e-29, 823.27, 7.11257e-30, 77.1635, 6.66648e-31 ,.275962 
68380902, -9.291260, -0.613650, 2.501, 160.84789, 23.8352, 224.2796, 1.93765e-30, -11.7298, -1.01339e-31, 30.7186, 2.65391e-31 ,0 
68466885, -9.063700, 1.130200, 2.899, 117.36461, 17.39164, -116.0674, -1.00276e-30, 36.6456, 3.16597e-31, 33.6429, 2.90655e-31 ,0 
68504271, -7.960580, -1.352830, 3.802, 188.24621, 27.89521, 542.6305, 4.68801e-30, 29.4999, 2.54862e-31, 113.0621, 9.76791e-31 ,.182831 
68549496, -9.637440, -2.464030, 5.902, 172.70752, 25.59261, 828.778, 7.16016e-30, -40.1331, -3.46726e-31, -48.7598, -4.21256e-31 ,.243553 
68553702, -9.819440, -2.871780, 3.135, 206.13777, 30.54647, -717.6072, -6.19971e-30, -71.3926, -6.1679e-31, -0.183, -1.58122e-33 ,.198288 
68572458, -7.759150, -0.725550, 3.971, 172.6748, 25.58776, 387.0898, 3.34423e-30, 169.3413, 1.46301e-30, 110.26, 9.52582e-31 ,.695997 
68572460, -8.163080, -1.097290, 2.728, 165.71872, 24.55698, -591.3016, -5.1085e-30, -50.4408, -4.35779e-31, 44.3211, 3.82909e-31 ,.684702 
68636530, -8.596220, -1.944930, 5.13, 174.82859, 25.90692, 118.8939, 1.02717e-30, 3.9257, 3.39156e-32, -0.891, -7.69799e-33 ,.656965 
68665016, -8.185260, -1.595150, 2.788, 215.89615, 31.99251, -800.2189, -6.91343e-30, 143.7523, 1.24194e-30, -247.4368, -2.13771e-30 ,.222052 
68680161, -10.543670, -2.909250, 5.049, 122.85156, 18.20472, 197.0814, 1.70267e-30, 23.897, 2.06456e-31, -0.6872, -5.93736e-33 ,.227798 
68699715, -8.149270, -0.958380, 2.265, 110.74221, 16.4103, -7.6164, -6.58009e-32, -225.3747, -1.94711e-30, 53.0284, 4.58135e-31 ,.082123 
68768291, -8.591970, -1.679940, 5.02, 185.48172, 27.48555, 705.024, 6.091e-30, -298.3148, -2.57727e-30, -25.2865, -2.18461e-31 ,.113639 
68769801, -8.192150, -0.190660, 3.125, 167.73484, 24.85574, 219.7304, 1.89834e-30, -10.7838, -9.31657e-32, 94.7091, 8.18231e-31 ,.496994 
68790624, -9.139460, -2.066560, 10.851, 147.61997, 21.87502, -1496.3574, -1.29277e-29, 316.5324, 2.73466e-30, 83.4464, 7.20928e-31 ,.148050 
68814053, -9.144150, -2.261260, 2.627, 172.29855, 25.53201, -1123.9179, -9.71e-30, 174.6898, 1.50922e-30, -0.1469, -1.26941e-33 ,0 
6881730, -9.705210, -1.191340, 2.124, 169.33359, 25.09265, 248.7737, 2.14926e-30, 86.4564, 7.46933e-31, -11.8322, -1.02223e-31 ,.004485 
68829, -8.823390, -0.691050, 4.114, 150.06423, 22.23722, 35.1476, 3.03655e-31, 306.0861, 2.64441e-30, 105.9965, 9.15748e-31 ,0 
68901209, -7.848830, -1.541640, 8.676, 197.5505, 29.27396, 1281.9809, 1.10756e-29, -1105.482, -9.55072e-30, -2.2681, -1.95948e-32 ,0 
68927547, -9.072300, -1.974590, 2.579, 188.421, 27.92111, 61.7244, 5.33263e-31, 289.9996, 2.50543e-30, -0.2052, -1.773e-33 ,.158522 
68931483, -8.836970, -2.027580, 3.808, 155.12173, 22.98667, -1014.3957, -8.76379e-30, 117.8229, 1.01792e-30, -0.0419, -3.6229e-34 ,.200748 
68945229, -8.206330, -1.350620, 2.16, 183.14446, 27.13921, -459.2219, -3.96741e-30, -79.1969, -6.84215e-31, 30.9245, 2.6717e-31 ,.247760 
689652, -9.610540, -1.255160, 1.018, 169.02154, 25.04641, -64.5041, -5.57278e-31, -6.6711, -5.76346e-32, -2.8965, -2.50239e-32 ,.011882 
68973634, -9.314840, -2.242550, 4.317, 204.09773, 30.24416, -330.525, -2.85554e-30, 46.3028, 4.00029e-31, 25.9364, 2.24075e-31 ,.167163 
69017646, -10.260100, -2.735950, 7.505, 127.97643, 18.96415, -4.6786, -4.04201e-32, 45.3571, 3.91859e-31, 7.1452, 6.17307e-32 ,.222727 
69037744, -9.574890, -2.193430, 2.524, 169.52103, 25.12043, -237.2086, -2.04934e-30, -111.2309, -9.6097e-31, 9.5063, 8.2129e-32 ,.240259 
69118468, -8.077680, -1.114910, 5.059, 172.41138, 25.54873, -1073.0559, -9.27058e-30, -175.6007, -1.51709e-30, 103.7739, 8.96546e-31 ,.122836 
6914052, -8.797750, -0.190060, 0.799, 149.69471, 22.18247, 1568.7358, 1.3553e-29, 113.1099, 9.77203e-31, 11.0518, 9.54812e-32 ,0 
69165388, -8.646750, -1.553330, 4.766, 208.10552, 30.83806, 41.4128, 3.57782e-31, 22.1435, 1.91307e-31, -167.4577, -1.44674e-30 ,.240983 
69187757, -9.378860, -3.206610, 4.315, 248.28986, 36.79276, 619.7787, 5.35453e-30, -202.3482, -1.74817e-30, 0.003, 2.63237e-35 ,.397557 
691969, -9.150420, -1.382940, 4.449, 189.57157, 28.09161, 10933.1541, 9.44561e-29, -1693.2192, -1.46284e-29, -1169.5681, -1.01044e-29 ,0 
69255508, -9.199010, -2.318860, 7.288, 162.00123, 24.00611, -612.5634, -5.29219e-30, -22.7808, -1.96813e-31, 10.983, 9.48864e-32 ,0 
69269, -8.773930, -1.176340, 6.755, 126.82342, 18.79329, -522.1139, -4.51076e-30, 229.3399, 1.98136e-30, -101.5749, -8.77548e-31 ,0 
69288401, -6.805130, -0.232320, 2.883, 152.85258, 22.65042, -631.3519, -5.45451e-30, 21.9278, 1.89443e-31, -74.8028, -6.46253e-31 ,.117440 
69298372, -8.539560, -1.440550, 4.735, 206.15588, 30.54915, 212.6483, 1.83716e-30, 332.4261, 2.87197e-30, 30.9792, 2.67642e-31 ,.003036 
693180, -9.061020, -1.647460, 6.01, 174.54344, 25.86467, -130.7434, -1.12955e-30, 23.4612, 2.02691e-31, -66.4103, -5.73746e-31 ,0 
69368350, -7.887910, -1.566030, 1.806, 220.30421, 32.64571, 2128.3721, 1.83879e-29, 121.8479, 1.0527e-30, 23.9202, 2.06657e-31 ,0 
69369032, -7.849720, -1.321390, 7.142, 220.15716, 32.62392, 1408.5125, 1.21687e-29, 850.9537, 7.35174e-30, 0.0526, 4.54247e-34 ,0 
69379700, -9.443650, -0.924580, 4.531, 136.3299, 20.20201, -634.6797, -5.48326e-30, 323.6529, 2.79617e-30, 23.8789, 2.063e-31 ,.006661 
69494906, -7.330600, -0.385330, 3.341, 209.71154, 31.07604, 346.4689, 2.99329e-30, -188.0364, -1.62453e-30, 0.3704, 3.20013e-33 ,.127994 
69504683, -9.572860, -2.207830, 4.231, 89.16311, 13.21261, 101.9816, 8.81062e-31, -196.0655, -1.69389e-30, 114.8999, 9.92669e-31 ,.026395 
69504, -8.714270, -1.527740, 3.623, 190.18003, 28.18177, 123.6625, 1.06837e-30, -34.4191, -2.97361e-31, -5.0341, -4.34921e-32 ,.146811 
69535306, -9.646340, -0.424970, 3.195, 151.46211, 22.44437, -243.695, -2.10538e-30, 91.8894, 7.93871e-31, 108.955, 9.41308e-31 ,0 
69543578, -9.561700, -2.594320, 4.045, 186.39143, 27.62036, 344.6081, 2.97721e-30, -202.4778, -1.74929e-30, 0.1229, 1.06192e-33 ,.249960 
69598240, -7.877080, -1.237150, 3.535, 190.89103, 28.28713, -159.0993, -1.37452e-30, -719.5231, -6.21626e-30, -14.4448, -1.24795e-31 ,.174685 
69598332, -8.154020, -1.527640, 4.944, 186.46912, 27.63187, 157.1205, 1.35743e-30, -468.5835, -4.04829e-30, 134.0269, 1.15791e-30 ,.171709 
69598380, -7.759860, -1.153490, 3.689, 189.1702, 28.03213, 216.6741, 1.87194e-30, -258.0887, -2.22974e-30, 98.4922, 8.50915e-31 ,.258142 
69598404, -8.136630, -1.350060, 5.542, 168.75539, 25.00697, -86.5938, -7.4812e-31, 699.6871, 6.04489e-30, 5.1881, 4.48222e-32 ,.223213 
69598413, -7.776920, -1.123240, 3.211, 149.58276, 22.16588, 518.9462, 4.48339e-30, 150.4443, 1.29975e-30, -0.954, -8.24174e-33 ,.283250 
69598451, -7.897270, -1.381710, 4.389, 171.90769, 25.47409, -534.9496, -4.62165e-30, 641.0381, 5.5382e-30, -145.1903, -1.25436e-30 ,.304167 
69598491, -8.097300, -1.227970, 6.096, 186.27487, 27.60309, 376.9541, 3.25666e-30, -473.1977, -4.08815e-30, -71.4194, -6.17022e-31 ,.159651 
69598494, -8.016820, -1.429840, 1.812, 187.66256, 27.80872, -513.1753, -4.43354e-30, -661.6436, -5.71622e-30, 30.3852, 2.6251e-31 ,.125464 
69598514, -8.373800, -1.617260, 4.029, 179.87937, 26.65537, 402.0117, 3.47315e-30, 85.9519, 7.42574e-31, -93.9228, -8.11438e-31 ,.270590 
69598516, -8.433280, -1.719640, 5.668, 159.61084, 23.65189, -126.2325, -1.09058e-30, 268.4592, 2.31933e-30, -153.1343, -1.32299e-30 ,.217565 
69598529, -8.066410, -1.340180, 1.48, 185.99616, 27.56179, 170.3613, 1.47182e-30, -69.1237, -5.97188e-31, -108.6492, -9.38666e-31 ,.278696 
69598530, -7.891930, -1.349200, 4.957, 182.1307, 26.98898, 274.5549, 2.37199e-30, -296.3954, -2.56068e-30, 119.6665, 1.03385e-30 ,.286455 
69598584, -8.031620, -1.188340, 2.264, 168.8077, 25.01472, -265.9565, -2.29771e-30, 287.4463, 2.48337e-30, -110.7622, -9.56921e-31 ,.243284 
69598602, -7.752390, -1.465320, 4.181, 186.05313, 27.57023, 1720.0712, 1.48604e-29, 825.2481, 7.12966e-30, -10.3378, -8.93126e-32 ,.266417 
69598642, -8.010730, -1.234380, 6.122, 176.36584, 26.13472, 103.9219, 8.97825e-31, 766.2977, 6.62037e-30, 184.1559, 1.591e-30 ,.191797 
69705085, -9.489780, -2.707280, 4.095, 185.12516, 27.43272, -13867.577, -1.19808e-28, -1164.1811, -1.00578e-29, -109.4784, -9.4583e-31 ,.226751 
69705735, -9.818710, -2.506030, 5.484, 167.40437, 24.80677, 290.638, 2.51094e-30, -182.2592, -1.57461e-30, -8.3721, -7.23298e-32 ,.170585 
69714344, -8.899430, -1.581350, 4.779, 140.33222, 20.79509, -338.3838, -2.92344e-30, -393.2147, -3.39715e-30, -120.5866, -1.0418e-30 ,.067056 
69715440, -9.038820, -2.379760, 8.253, 188.17739, 27.88501, 1627.5456, 1.4061e-29, -3.7646, -3.25239e-32, 0.7707, 6.65826e-33 ,0 
69723601, -8.377350, -1.583450, 3.019, 174.07938, 25.7959, 831.8986, 7.18712e-30, -411.3945, -3.55421e-30, 16.1447, 1.39481e-31 ,0 
69734794, -9.023880, -2.327020, 2.421, 156.66237, 23.21497, -154.6705, -1.33626e-30, -91.1437, -7.87428e-31, -76.186, -6.58202e-31 ,0 
69764492, -9.378040, -1.557510, 3.755, 170.55796, 25.27408, 266.8116, 2.3051e-30, 99.583, 8.60339e-31, 25.6134, 2.21285e-31 ,.058396 
